Year,Electorate,Party,PVI
2017,Mt Albert,Mana,-0.001099322
2017,Mt Albert,Māori,-0.007149387
2017,Mt Albert,National,-0.093047969
2017,Mt Albert,NZ First,-0.034835809
2017,Mt Albert,Opportunity,0.002393984
2017,Mt Albert,Other,-0.00225401
2017,Mt Albert,United,-0.000184677
2017,Mt Maunganui,ACT,-2.3651E-05
2017,Mt Maunganui,Conservative,-0.000202515
2017,Mt Maunganui,Green,-0.020913527
2017,Mt Maunganui,Labour,-0.105883118
2017,Mt Maunganui,Mana,-0.001299322
2017,Mt Maunganui,Māori,-0.006249387
2017,Mt Maunganui,National,0.095852031
2017,Mt Maunganui,NZ First,0.029464191
2017,Mt Maunganui,Opportunity,0.010693984
2017,Mt Maunganui,Other,-0.00145401
2017,Mt Maunganui,United,1.5323E-05
2017,Mt Roskill,ACT,-0.000124141
2017,Mt Roskill,Conservative,0.000697175
2017,Mt Roskill,Green,-0.009318836
2017,Mt Roskill,Labour,0.056174527
2017,Mt Roskill,Mana,-0.001099352
2017,Mt Roskill,Māori,-0.008049757
2017,Mt Roskill,National,-0.008291404
2017,Mt Roskill,NZ First,-0.020340948
2017,Mt Roskill,Opportunity,-0.010307416
2017,Mt Roskill,Other,0.0006449
2017,Mt Roskill,United,1.5253E-05
2017,Napier,ACT,-0.001124041
2017,Napier,Conservative,0.001297115
2017,Napier,Green,-0.012618506
2017,Napier,Labour,0.006979446
2017,Napier,Mana,-0.001099352
2017,Napier,Māori,-0.007849777
2017,Napier,National,0.020405726
2017,Napier,NZ First,0.000456972
2017,Napier,Opportunity,-0.005307916
2017,Napier,Other,-0.00095494
2017,Napier,United,-0.000184727
2017,Nelson,ACT,-0.001722991
2017,Nelson,Conservative,0.002698505
2017,Nelson,Green,0.013301616
2017,Nelson,Labour,0.048600079
2017,Nelson,Mana,-0.001199282
2017,Nelson,Māori,-0.009548947
2017,Nelson,National,-0.053270093
2017,Nelson,NZ First,-0.007222906
2017,Nelson,Opportunity,0.008400525
2017,Nelson,Other,4.80504E-05
2017,Nelson,United,-8.4557E-05
2017,New Plymouth,ACT,0.000476899
2017,New Plymouth,Conservative,-0.000802355
2017,New Plymouth,Green,-0.017609046
2017,New Plymouth,Labour,-0.026949074
2017,New Plymouth,Mana,-0.001199302
2017,New Plymouth,Māori,-0.005548767
2017,New Plymouth,National,0.043700666
2017,New Plymouth,NZ First,0.005671932
2017,New Plymouth,Opportunity,0.002896704
2017,New Plymouth,Other,-0.00085307
2017,New Plymouth,United,0.000215413
2017,North Shore,ACT,0.004377289
2017,North Shore,Conservative,-0.000202295
2017,North Shore,Green,0.003093024
2017,North Shore,Labour,-0.108257205
2017,North Shore,Mana,-0.001199302
2017,North Shore,Māori,-0.009249137
2017,North Shore,National,0.136809977
2017,North Shore,NZ First,-0.019530588
2017,North Shore,Opportunity,-0.000503636
2017,North Shore,Other,-0.0051535
2017,North Shore,United,-0.000184627
2017,Northcote,ACT,0.002076349
2017,Northcote,Conservative,-2.515E-06
2017,Northcote,Green,0.003786473
2017,Northcote,Labour,-0.026283118
2017,Northcote,Mana,-0.001099322
2017,Northcote,Māori,-0.008049387
2017,Northcote,National,0.046252031
2017,Northcote,NZ First,-0.011935809
2017,Northcote,Opportunity,-0.001906016
2017,Northcote,Other,-0.00285401
2017,Northcote,United,1.5323E-05
2017,Northland,ACT,-0.000723221
2017,Northland,Conservative,0.000897815
2017,Northland,Green,-0.002007486
2017,Northland,Labour,-0.063852765
2017,Northland,Mana,0.001600978
2017,Northland,Māori,-0.008549067
2017,Northland,National,0.017198016
2017,Northland,NZ First,0.058077172
2017,Northland,Opportunity,-0.004103996
2017,Northland,Other,0.00154717
2017,Northland,United,-8.4617E-05
2017,Ōtāhuhu,ACT,-0.002423131
2017,Ōtāhuhu,Conservative,-0.000702175
2017,Ōtāhuhu,Green,-0.038608766
2017,Ōtāhuhu,Labour,0.275445448
2017,Ōtāhuhu,Mana,-0.000599162
2017,Ōtāhuhu,Māori,0.003553674
2017,Ōtāhuhu,National,-0.203800199
2017,Ōtāhuhu,NZ First,-0.020625587
2017,Ōtāhuhu,Opportunity,-0.016904536
2017,Ōtāhuhu,Other,0.004949031
2017,Ōtāhuhu,United,-0.000284597
2017,Pakuranga,ACT,0.002577869
2017,Pakuranga,Conservative,-0.000102055
2017,Pakuranga,Green,-0.025206085
2017,Pakuranga,Labour,-0.124134468
2017,Pakuranga,Mana,-0.001199282
2017,Pakuranga,Māori,-0.008348707
2017,Pakuranga,National,0.179076376
2017,Pakuranga,NZ First,-0.006522766
2017,Pakuranga,Opportunity,-0.012203595
2017,Pakuranga,Other,-0.00375271
2017,Pakuranga,United,-0.000184577
2017,Palmerston North,ACT,-0.000823651
2017,Palmerston North,Conservative,0.000797485
2017,Palmerston North,Green,-0.001713527
2017,Palmerston North,Labour,0.024016882
2017,Palmerston North,Mana,-0.000999322
2017,Palmerston North,Māori,-0.008049387
2017,Palmerston North,National,-0.020647969
2017,Palmerston North,NZ First,0.006564191
2017,Palmerston North,Opportunity,0.002793984
2017,Palmerston North,Other,-0.00205401
2017,Palmerston North,United,0.000115323
2017,Papakura,ACT,0.000877529
2017,Papakura,Conservative,0.000298025
2017,Papakura,Green,-0.033307706
2017,Papakura,Labour,-0.071723986
2017,Papakura,Mana,-0.001099262
2017,Papakura,Māori,-0.006548347
2017,Papakura,National,0.099660493
2017,Papakura,NZ First,0.020782695
2017,Papakura,Opportunity,-0.010003155
2017,Papakura,Other,0.00104825
2017,Papakura,United,1.5463E-05
2017,Port Waikato,ACT,0.001676349
2017,Port Waikato,Conservative,-0.000102515
2017,Port Waikato,Green,-0.033713527
2017,Port Waikato,Labour,-0.130883118
2017,Port Waikato,Mana,-0.001299322
2017,Port Waikato,Māori,-0.008549387
2017,Port Waikato,National,0.151552031
2017,Port Waikato,NZ First,0.031864191
2017,Port Waikato,Opportunity,-0.008606016
2017,Port Waikato,Other,-0.00195401
2017,Port Waikato,United,1.5323E-05
2017,Rangitata,ACT,-2.41509E-05
2017,Rangitata,Conservative,9.7235E-05
2017,Rangitata,Green,-0.027617007
2017,Rangitata,Labour,-0.039815874
2017,Rangitata,Mana,-0.001199342
2017,Rangitata,Māori,-0.009949567
2017,Rangitata,National,0.093198447
2017,Rangitata,NZ First,-0.011641818
2017,Rangitata,Opportunity,-0.002808166
2017,Rangitata,Other,-0.00025501
2017,Rangitata,United,1.5253E-05
2017,Rangitīkei,ACT,-0.001022851
2017,Rangitīkei,Conservative,0.000198005
2017,Rangitīkei,Green,-0.021805405
2017,Rangitīkei,Labour,-0.034216484
2017,Rangitīkei,Mana,-0.001099262
2017,Rangitīkei,Māori,-0.007848607
2017,Rangitīkei,National,0.041448851
2017,Rangitīkei,NZ First,0.029084355
2017,Rangitīkei,Opportunity,-0.005602275
2017,Rangitīkei,Other,0.00084821
2017,Rangitīkei,United,1.5463E-05
2017,Remutaka,ACT,-0.001222511
2017,Remutaka,Conservative,0.001698715
2017,Remutaka,Green,-0.007597082
2017,Remutaka,Labour,0.062745921
2017,Remutaka,Mana,-0.001199262
2017,Remutaka,Māori,-0.007248037
2017,Remutaka,National,-0.050230243
2017,Remutaka,NZ First,0.000986008
2017,Remutaka,Opportunity,0.003702387
2017,Remutaka,Other,-0.001751459
2017,Remutaka,United,0.000115563
2017,Rotorua,ACT,-0.001623651
2017,Rotorua,Conservative,0.000297485
2017,Rotorua,Green,-0.021113527
2017,Rotorua,Labour,-0.049083118
2017,Rotorua,Mana,-0.001199322
2017,Rotorua,Māori,0.000550613
2017,Rotorua,National,0.041752031
2017,Rotorua,NZ First,0.027464191
2017,Rotorua,Opportunity,0.002893984
2017,Rotorua,Other,0.00024599
2017,Rotorua,United,-0.000184677
2017,Selwyn,ACT,-0.000424111
2017,Selwyn,Conservative,-0.000102745
2017,Selwyn,Green,-0.016318136
2017,Selwyn,Labour,-0.109408915
2017,Selwyn,Mana,-0.001399322
2017,Selwyn,Māori,-0.010149547
2017,Selwyn,National,0.156292137
2017,Selwyn,NZ First,-0.014541528
2017,Selwyn,Opportunity,0.000791474
2017,Selwyn,Other,-0.00485455
2017,Selwyn,United,0.000115243
2017,Southland,ACT,-0.001224411
2017,Southland,Conservative,-0.000602875
2017,Southland,Green,-0.011123785
2017,Southland,Labour,-0.132830028
2017,Southland,Mana,-0.001299342
2017,Southland,Māori,-0.009349867
2017,Southland,National,0.154332635
2017,Southland,NZ First,-0.000250106
2017,Southland,Opportunity,0.002188685
2017,Southland,Other,4.39304E-05
2017,Southland,United,0.000115163
2017,Taieri,ACT,-0.002123941
2017,Taieri,Conservative,-0.000802675
2017,Taieri,Green,-0.013618406
2017,Taieri,Labour,0.086371507
2017,Taieri,Mana,-0.001299332
2017,Taieri,Māori,-0.009649597
2017,Taieri,National,-0.056986535
2017,Taieri,NZ First,0.001856832
2017,Taieri,Opportunity,-0.002708176
2017,Taieri,Other,-0.00095494
2017,Taieri,United,-8.4737E-05
2017,Takanini,ACT,0.000276879
2017,Takanini,Conservative,0.000997825
2017,Takanini,Green,-0.036310917
2017,Takanini,Labour,0.024256046
2017,Takanini,Mana,-0.000899272
2017,Takanini,Māori,-0.004348647
2017,Takanini,National,0.032099506
2017,Takanini,NZ First,-0.003328968
2017,Takanini,Opportunity,-0.015405126
2017,Takanini,Other,0.0028473
2017,Takanini,United,-0.000184627
2017,Tāmaki,ACT,0.008076349
2017,Tāmaki,Conservative,-0.001102515
2017,Tāmaki,Green,-0.007213527
2017,Tāmaki,Labour,-0.104283118
2017,Tāmaki,Mana,-0.001199322
2017,Tāmaki,Māori,-0.006749387
2017,Tāmaki,National,0.154152031
2017,Tāmaki,NZ First,-0.032235809
2017,Tāmaki,Opportunity,-0.004206016
2017,Tāmaki,Other,-0.00525401
2017,Tāmaki,United,1.5323E-05
2017,Tāmaki Makaurau,ACT,-0.003523651
2017,Tāmaki Makaurau,Conservative,-0.001402515
2017,Tāmaki Makaurau,Green,0.009286473
2017,Tāmaki Makaurau,Labour,0.230016882
2017,Tāmaki Makaurau,Mana,0.016600678
2017,Tāmaki Makaurau,Māori,0.094450613
2017,Tāmaki Makaurau,National,-0.377947969
2017,Tāmaki Makaurau,NZ First,0.023364191
2017,Tāmaki Makaurau,Opportunity,-0.001206016
2017,Tāmaki Makaurau,Other,0.01074599
2017,Tāmaki Makaurau,United,-0.000384677
2017,Taranaki-King Country,ACT,0.000977549
2017,Taranaki-King Country,Conservative,0.000698105
2017,Taranaki-King Country,Green,-0.018204685
2017,Taranaki-King Country,Labour,-0.124534548
2017,Taranaki-King Country,Mana,-0.001199282
2017,Taranaki-King Country,Māori,-0.006348307
2017,Taranaki-King Country,National,0.128266214
2017,Taranaki-King Country,NZ First,0.020982735
2017,Taranaki-King Country,Opportunity,-0.002801715
2017,Taranaki-King Country,Other,0.00184841
2017,Taranaki-King Country,United,0.000315523
2017,Taupō,ACT,-0.000322711
2017,Taupō,Conservative,0.000298025
2017,Taupō,Green,-0.028006646
2017,Taupō,Labour,-0.077225086
2017,Taupō,Mana,-0.000999242
2017,Taupō,Māori,-0.005248087
2017,Taupō,National,0.093559273
2017,Taupō,NZ First,0.017982135
2017,Taupō,Opportunity,-0.001601475
2017,Taupō,Other,0.00194843
2017,Taupō,United,-0.000384617
2017,Tauranga,ACT,0.000576349
2017,Tauranga,Conservative,0.000697485
2017,Tauranga,Green,-0.025013527
2017,Tauranga,Labour,-0.100583118
2017,Tauranga,Mana,-0.001199322
2017,Tauranga,Māori,-0.006849387
2017,Tauranga,National,0.082652031
2017,Tauranga,NZ First,0.046064191
2017,Tauranga,Opportunity,0.004593984
2017,Tauranga,Other,-0.00135401
2017,Tauranga,United,0.000415323
2017,Te Tai Hauāuru,ACT,-0.004123831
2017,Te Tai Hauāuru,Conservative,-0.001702655
2017,Te Tai Hauāuru,Green,0.002973396
2017,Te Tai Hauāuru,Labour,0.217299946
2017,Te Tai Hauāuru,Mana,0.005499298
2017,Te Tai Hauāuru,Māori,0.137820699
2017,Te Tai Hauāuru,National,-0.377161066
2017,Te Tai Hauāuru,NZ First,0.000949654
2017,Te Tai Hauāuru,Opportunity,0.004288265
2017,Te Tai Hauāuru,Other,0.014541031
2017,Te Tai Hauāuru,United,-0.000384737
2017,Te Tai Tokerau,ACT,-0.003423811
2017,Te Tai Tokerau,Conservative,-0.001802575
2017,Te Tai Tokerau,Green,0.001080124
2017,Te Tai Tokerau,Labour,0.209359208
2017,Te Tai Tokerau,Mana,0.058394699
2017,Te Tai Tokerau,Māori,0.052044234
2017,Te Tai Tokerau,National,-0.367155518
2017,Te Tai Tokerau,NZ First,0.040352982
2017,Te Tai Tokerau,Opportunity,-0.001108336
2017,Te Tai Tokerau,Other,0.01305337
2017,Te Tai Tokerau,United,-0.000484697
2017,Te Tai Tonga,ACT,-0.003023851
2017,Te Tai Tonga,Conservative,-0.001602595
2017,Te Tai Tonga,Green,0.018878344
2017,Te Tai Tonga,Labour,0.190461098
2017,Te Tai Tonga,Mana,0.003500188
2017,Te Tai Tonga,Māori,0.069042534
2017,Te Tai Tonga,National,-0.315960637
2017,Te Tai Tonga,NZ First,0.009056112
2017,Te Tai Tonga,Opportunity,0.014890064
2017,Te Tai Tonga,Other,0.01504346
2017,Te Tai Tonga,United,-0.000284717
2017,Tukituki,ACT,-0.001623651
2017,Tukituki,Conservative,0.000897485
2017,Tukituki,Green,-0.011413527
2017,Tukituki,Labour,-0.025483118
2017,Tukituki,Mana,-0.001199322
2017,Tukituki,Māori,-0.008249387
2017,Tukituki,National,0.046152031
2017,Tukituki,NZ First,0.006364191
2017,Tukituki,Opportunity,-0.004906016
2017,Tukituki,Other,-0.00075401
2017,Tukituki,United,0.000215323
2017,Upper Harbour,ACT,0.001776349
2017,Upper Harbour,Conservative,0.001597485
2017,Upper Harbour,Green,-0.019913527
2017,Upper Harbour,Labour,-0.089783118
2017,Upper Harbour,Mana,-0.001199322
2017,Upper Harbour,Māori,-0.009049387
2017,Upper Harbour,National,0.143452031
2017,Upper Harbour,NZ First,-0.015735809
2017,Upper Harbour,Opportunity,-0.007006016
2017,Upper Harbour,Other,-0.00425401
2017,Upper Harbour,United,0.000115323
2017,Waiariki,ACT,-0.004223651
2017,Waiariki,Conservative,-0.001802515
2017,Waiariki,Green,-0.024313527
2017,Waiariki,Labour,0.214016882
2017,Waiariki,Mana,0.009700678
2017,Waiariki,Māori,0.182650613
2017,Waiariki,National,-0.395847969
2017,Waiariki,NZ First,0.001464191
2017,Waiariki,Opportunity,0.004093984
2017,Waiariki,Other,0.01474599
2017,Waiariki,United,-0.000484677
2017,Waikato,ACT,0.000776349
2017,Waikato,Conservative,0.000397485
2017,Waikato,Green,-0.031113527
2017,Waikato,Labour,-0.115083118
2017,Waikato,Mana,-0.001199322
2017,Waikato,Māori,-0.007649387
2017,Waikato,National,0.133852031
2017,Waikato,NZ First,0.026064191
2017,Waikato,Opportunity,-0.006306016
2017,Waikato,Other,0.00034599
2017,Waikato,United,-8.4677E-05
2017,Waimakariri,ACT,-0.002123071
2017,Waimakariri,Conservative,0.001698305
2017,Waimakariri,Green,-0.021305305
2017,Waimakariri,Labour,-0.045218685
2017,Waimakariri,Mana,-0.001299302
2017,Waimakariri,Māori,-0.009648967
2017,Waimakariri,National,0.092259013
2017,Waimakariri,NZ First,-0.005422546
2017,Waimakariri,Opportunity,-0.006502455
2017,Waimakariri,Other,-0.00265249
2017,Waimakariri,United,0.000215503
2017,Wairarapa,ACT,-0.001023251
2017,Wairarapa,Conservative,-0.000102285
2017,Wairarapa,Green,-0.014108696
2017,Wairarapa,Labour,-0.046651044
2017,Wairarapa,Mana,-0.001199302
2017,Wairarapa,Māori,-0.006648877
2017,Wairarapa,National,0.041800476
2017,Wairarapa,NZ First,0.031874552
2017,Wairarapa,Opportunity,-0.003803966
2017,Wairarapa,Other,4.70201E-05
2017,Wairarapa,United,-0.000184627
2017,Waitākere,ACT,7.6349E-05
2017,Waitākere,Conservative,0.000197485
2017,Waitākere,Green,0.024786473
2017,Waitākere,Labour,0.042216882
2017,Waitākere,Mana,-0.000999322
2017,Waitākere,Māori,-0.007649387
2017,Waitākere,National,-0.046147969
2017,Waitākere,NZ First,-0.004335809
2017,Waitākere,Opportunity,-0.006206016
2017,Waitākere,Other,-0.00185401
2017,Waitākere,United,-8.4677E-05
2017,Waitaki,ACT,-0.002723651
2017,Waitaki,Conservative,-0.000202515
2017,Waitaki,Green,-0.008313527
2017,Waitaki,Labour,-0.059183118
2017,Waitaki,Mana,-0.001199322
2017,Waitaki,Māori,-0.010049387
2017,Waitaki,National,0.086352031
2017,Waitaki,NZ First,-0.006535809
2017,Waitaki,Opportunity,0.001793984
2017,Waitaki,Other,-5.401E-05
2017,Waitaki,United,0.000115323
2017,Wellington Bays,ACT,-0.001124041
2017,Wellington Bays,Conservative,-0.001102645
2017,Wellington Bays,Green,0.125067725
2017,Wellington Bays,Labour,0.068773267
2017,Wellington Bays,Mana,-0.001099352
2017,Wellington Bays,Māori,-0.006649897
2017,Wellington Bays,National,-0.166275606
2017,Wellington Bays,NZ First,-0.037839199
2017,Wellington Bays,Opportunity,0.024589095
2017,Wellington Bays,Other,-0.00425461
2017,Wellington Bays,United,-8.4737E-05
2017,Wellington North,ACT,0.002276349
2017,Wellington North,Conservative,-0.001702515
2017,Wellington North,Green,0.121886473
2017,Wellington North,Labour,-0.002383118
2017,Wellington North,Mana,-0.001099322
2017,Wellington North,Māori,-0.006449387
2017,Wellington North,National,-0.089747969
2017,Wellington North,NZ First,-0.047535809
2017,Wellington North,Opportunity,0.030893984
2017,Wellington North,Other,-0.00625401
2017,Wellington North,United,0.000115323
2017,West Coast-Tasman,ACT,-0.001424011
2017,West Coast-Tasman,Conservative,0.000197225
2017,West Coast-Tasman,Green,0.018878344
2017,West Coast-Tasman,Labour,0.002079936
2017,West Coast-Tasman,Mana,-0.001099352
2017,West Coast-Tasman,Māori,-0.009849577
2017,West Coast-Tasman,National,-0.041188115
2017,West Coast-Tasman,NZ First,0.021154902
2017,West Coast-Tasman,Opportunity,0.001591394
2017,West Coast-Tasman,Other,0.009644
2017,West Coast-Tasman,United,1.5253E-05
2017,Whanganui,ACT,-0.000823231
2017,Whanganui,Conservative,-2.27497E-06
2017,Whanganui,Green,-0.014708756
2017,Whanganui,Labour,-0.011047484
2017,Whanganui,Mana,-0.001099292
2017,Whanganui,Māori,-0.006948907
2017,Whanganui,National,0.008997196
2017,Whanganui,NZ First,0.029574322
2017,Whanganui,Opportunity,-0.006104196
2017,Whanganui,Other,0.00224724
2017,Whanganui,United,-8.4617E-05
2017,Whangaparāoa,ACT,0.003276349
2017,Whangaparāoa,Conservative,0.000797485
2017,Whangaparāoa,Green,-0.019813527
2017,Whangaparāoa,Labour,-0.141583118
2017,Whangaparāoa,Mana,-0.001399322
2017,Whangaparāoa,Māori,-0.009349387
2017,Whangaparāoa,National,0.171252031
2017,Whangaparāoa,NZ First,0.008864191
2017,Whangaparāoa,Opportunity,-0.007606016
2017,Whangaparāoa,Other,-0.00445401
2017,Whangaparāoa,United,1.5323E-05
2017,Whangārei,ACT,-0.000223651
2017,Whangārei,Conservative,0.000397485
2017,Whangārei,Green,-0.005313527
2017,Whangārei,Labour,-0.053083118
2017,Whangārei,Mana,-0.000299322
2017,Whangārei,Māori,-0.009249387
2017,Whangārei,National,0.004352031
2017,Whangārei,NZ First,0.069164191
2017,Whangārei,Opportunity,-0.007306016
2017,Whangārei,Other,0.00174599
2017,Whangārei,United,-0.000184677
2017,Wigram,ACT,-0.001023651
2017,Wigram,Conservative,0.000297485
2017,Wigram,Green,-0.002813527
2017,Wigram,Labour,0.014216882
2017,Wigram,Mana,-0.001299322
2017,Wigram,Māori,-0.008149387
2017,Wigram,National,0.010352031
2017,Wigram,NZ First,-0.013235809
2017,Wigram,Opportunity,0.002093984
2017,Wigram,Other,-0.00065401
2017,Wigram,United,0.000215323
2020,Auckland Central,ACT,-0.003625539
2020,Auckland Central,Conservative,-0.013304722
2020,Auckland Central,Green,0.122317462
2020,Auckland Central,Labour,-0.034740254
2020,Auckland Central,Māori,-0.007965476
2020,Auckland Central,National,-0.051095396
2020,Auckland Central,NZ First,-0.008899645
2020,Auckland Central,Opportunity,0.007357735
2020,Auckland Central,Other,-0.010044164
2020,Banks Peninsula,ACT,-0.005718578
2020,Banks Peninsula,Conservative,-0.004703302
2020,Banks Peninsula,Green,0.063931653
2020,Banks Peninsula,Labour,0.005909981
2020,Banks Peninsula,Māori,-0.008665186
2020,Banks Peninsula,National,-0.044574464
2020,Banks Peninsula,NZ First,-0.005997665
2020,Banks Peninsula,Opportunity,0.006759905
2020,Banks Peninsula,Other,-0.006942344
2020,Botany,ACT,0.004682462
2020,Botany,Conservative,-0.002603092
2020,Botany,Green,-0.042578998
2020,Botany,Labour,-0.08519913
2020,Botany,Māori,-0.010165336
2020,Botany,National,0.161846178
2020,Botany,NZ First,-0.011398205
2020,Botany,Opportunity,-0.007441515
2020,Botany,Other,-0.007142364
2020,Christchurch Central,ACT,-0.013931678
2020,Christchurch Central,Conservative,-0.004206192
2020,Christchurch Central,Green,0.047904873
2020,Christchurch Central,Labour,0.034506651
2020,Christchurch Central,Māori,-0.008065826
2020,Christchurch Central,National,-0.057815004
2020,Christchurch Central,NZ First,-0.004601765
2020,Christchurch Central,Opportunity,0.007855455
2020,Christchurch Central,Other,-0.001646514
2020,Christchurch East,ACT,-0.015437517
2020,Christchurch East,Conservative,0.004690559
2020,Christchurch East,Green,0.011199625
2020,Christchurch East,Labour,0.100140429
2020,Christchurch East,Māori,-0.007966196
2020,Christchurch East,National,-0.09232771
2020,Christchurch East,NZ First,-0.001304544
2020,Christchurch East,Opportunity,5.47356E-05
2020,Christchurch East,Other,0.000950617
2020,Coromandel,ACT,0.021393805
2020,Coromandel,Conservative,-0.000100961
2020,Coromandel,Green,-0.022171376
2020,Coromandel,Labour,-0.064253817
2020,Coromandel,Māori,-0.009164996
2020,Coromandel,National,0.071169617
2020,Coromandel,NZ First,0.004206356
2020,Coromandel,Opportunity,-0.006540585
2020,Coromandel,Other,0.005461957
2020,Dunedin,ACT,-0.022625539
2020,Dunedin,Conservative,-0.008404722
2020,Dunedin,Green,0.099517462
2020,Dunedin,Labour,0.055159746
2020,Dunedin,Māori,-0.008265476
2020,Dunedin,National,-0.113095396
2020,Dunedin,NZ First,-0.004499645
2020,Dunedin,Opportunity,0.013157735
2020,Dunedin,Other,-0.010629836
2020,East Cape,ACT,0.001974461
2020,East Cape,Conservative,-0.000504722
2020,East Cape,Green,-0.022982538
2020,East Cape,Labour,0.004159746
2020,East Cape,Māori,-0.004065476
2020,East Cape,National,0.013904604
2020,East Cape,NZ First,0.008400355
2020,East Cape,Opportunity,-0.005942265
2020,East Cape,Other,0.005055836
2020,East Coast Bays,ACT,0.015474461
2020,East Coast Bays,Conservative,0.000495278
2020,East Coast Bays,Green,-0.015982538
2020,East Coast Bays,Labour,-0.093740254
2020,East Coast Bays,Māori,-0.009565476
2020,East Coast Bays,National,0.120804604
2020,East Coast Bays,NZ First,-0.009199645
2020,East Coast Bays,Opportunity,-0.003142265
2020,East Coast Bays,Other,-0.005144164
2020,Epsom,ACT,0.026184612
2020,Epsom,Conservative,-0.012904122
2020,Epsom,Green,0.038029063
2020,Epsom,Labour,-0.131003711
2020,Epsom,Māori,-0.008965216
2020,Epsom,National,0.107240717
2020,Epsom,NZ First,-0.011398205
2020,Epsom,Opportunity,0.004959725
2020,Epsom,Other,-0.012142864
2020,Glendene,ACT,-0.028830189
2020,Glendene,Conservative,-0.002006412
2020,Glendene,Green,0.001109553
2020,Glendene,Labour,0.096700431
2020,Glendene,Māori,-0.005566076
2020,Glendene,National,-0.058314954
2020,Glendene,NZ First,0.000297745
2020,Glendene,Opportunity,-0.003043455
2020,Glendene,Other,-0.000346644
2020,Hamilton East,ACT,-0.006618668
2020,Hamilton East,Conservative,0.005197688
2020,Hamilton East,Green,0.001425403
2020,Hamilton East,Labour,-0.00899151
2020,Hamilton East,Māori,-0.006764996
2020,Hamilton East,National,0.018331826
2020,Hamilton East,NZ First,-0.004897555
2020,Hamilton East,Opportunity,0.006759905
2020,Hamilton East,Other,-0.004442094
2020,Hamilton West,ACT,-0.006618668
2020,Hamilton West,Conservative,0.006297798
2020,Hamilton West,Green,-0.021676908
2020,Hamilton West,Labour,0.026212011
2020,Hamilton West,Māori,-0.006364956
2020,Hamilton West,National,-0.002670274
2020,Hamilton West,NZ First,-0.000397105
2020,Hamilton West,Opportunity,0.005759805
2020,Hamilton West,Other,-0.000541704
2020,Hauraki-Waikato,ACT,-0.062522979
2020,Hauraki-Waikato,Conservative,-0.000100961
2020,Hauraki-Waikato,Green,-0.015870116
2020,Hauraki-Waikato,Labour,0.137486531
2020,Hauraki-Waikato,Māori,0.108458529
2020,Hauraki-Waikato,National,-0.217388095
2020,Hauraki-Waikato,NZ First,0.010007516
2020,Hauraki-Waikato,Opportunity,-0.004940265
2020,Hauraki-Waikato,Other,0.045700022
2020,Henderson,ACT,-0.023120319
2020,Henderson,Conservative,0.000897258
2020,Henderson,Green,-0.023277068
2020,Henderson,Labour,0.083317721
2020,Henderson,Māori,-0.005964916
2020,Henderson,National,-0.025672574
2020,Henderson,NZ First,-0.001497215
2020,Henderson,Opportunity,-0.004741245
2020,Henderson,Other,5.83562E-05
2020,Hutt South,ACT,-0.019725539
2020,Hutt South,Conservative,-0.002404722
2020,Hutt South,Green,0.017717462
2020,Hutt South,Labour,0.053159746
2020,Hutt South,Māori,-0.007265476
2020,Hutt South,National,-0.037595396
2020,Hutt South,NZ First,-0.002499645
2020,Hutt South,Opportunity,0.006957735
2020,Hutt South,Other,-0.008344164
2020,Ikaroa-Rāwhiti,ACT,-0.066622928
2020,Ikaroa-Rāwhiti,Conservative,-0.002999951
2020,Ikaroa-Rāwhiti,Green,-0.011462582
2020,Ikaroa-Rāwhiti,Labour,0.161457115
2020,Ikaroa-Rāwhiti,Māori,0.108070415
2020,Ikaroa-Rāwhiti,National,-0.230388344
2020,Ikaroa-Rāwhiti,NZ First,0.011511548
2020,Ikaroa-Rāwhiti,Opportunity,-0.006939864
2020,Ikaroa-Rāwhiti,Other,0.03768892
2020,Ilam,ACT,0.011474461
2020,Ilam,Conservative,-0.005304722
2020,Ilam,Green,0.024117462
2020,Ilam,Labour,-0.047940254
2020,Ilam,Māori,-0.009065476
2020,Ilam,National,0.039904604
2020,Ilam,NZ First,-0.008099645
2020,Ilam,Opportunity,0.004557735
2020,Ilam,Other,-0.009644164
2020,Invercargill,ACT,0.020564872
2020,Invercargill,Conservative,0.006492738
2020,Invercargill,Green,-0.043785958
2020,Invercargill,Labour,-0.02238766
2020,Invercargill,Māori,-0.009665666
2020,Invercargill,National,0.046674547
2020,Invercargill,NZ First,0.004297345
2020,Invercargill,Opportunity,-0.004243335
2020,Invercargill,Other,0.002053116
2020,Kaikōura,ACT,0.038485842
2020,Kaikōura,Conservative,0.005497718
2020,Kaikōura,Green,-0.025177258
2020,Kaikōura,Labour,-0.05299591
2020,Kaikōura,Māori,-0.009965316
2020,Kaikōura,National,0.047134707
2020,Kaikōura,NZ First,0.003103245
2020,Kaikōura,Opportunity,-0.003541125
2020,Kaikōura,Other,-0.002541904
2020,Kaipara ki Mahurangi,ACT,0.039451506
2020,Kaipara ki Mahurangi,Conservative,-0.001108281
2020,Kaipara ki Mahurangi,Green,-0.014895156
2020,Kaipara ki Mahurangi,Labour,-0.101319279
2020,Kaipara ki Mahurangi,Māori,-0.009065976
2020,Kaipara ki Mahurangi,National,0.089935837
2020,Kaipara ki Mahurangi,NZ First,-0.000704664
2020,Kaipara ki Mahurangi,Opportunity,-0.003044645
2020,Kaipara ki Mahurangi,Other,0.000750657
