Year,Electorate,Party,PVI
2005,Te Tai Hauāuru,Labour,0.11667277
2005,Te Tai Hauāuru,Māori,0.289465101
2005,Te Tai Hauāuru,National,-0.352526857
2005,Te Tai Hauāuru,NZ First,-0.008932659
2005,Te Tai Hauāuru,Other,0.012691913
2005,Te Tai Hauāuru,United,-0.021322829
2005,Te Tai Tokerau,ACT,-0.01267753
2005,Te Tai Tokerau,Alliance/Progressive,-0.008384098
2005,Te Tai Tokerau,Conservative,0.013346329
2005,Te Tai Tokerau,Green,-0.026022305
2005,Te Tai Tokerau,Labour,0.076685925
2005,Te Tai Tokerau,Māori,0.284828143
2005,Te Tai Tokerau,National,-0.338922241
2005,Te Tai Tokerau,NZ First,0.021770796
2005,Te Tai Tokerau,Other,0.012238564
2005,Te Tai Tokerau,United,-0.02252153
2005,Te Tai Tonga,ACT,-0.01197674
2005,Te Tai Tonga,Alliance/Progressive,-0.002382328
2005,Te Tai Tonga,Conservative,0.004051638
2005,Te Tai Tonga,Green,0.013689675
2005,Te Tai Tonga,Labour,0.162440241
2005,Te Tai Tonga,Māori,0.147206163
2005,Te Tai Tonga,National,-0.312504512
2005,Te Tai Tonga,NZ First,0.005792804
2005,Te Tai Tonga,Other,0.009202659
2005,Te Tai Tonga,United,-0.0155196
2005,Tukituki,ACT,-0.00437919
2005,Tukituki,Alliance/Progressive,0.001213983
2005,Tukituki,Conservative,-0.001150772
2005,Tukituki,Green,-0.008125884
2005,Tukituki,Labour,-0.029692799
2005,Tukituki,Māori,-0.013712149
2005,Tukituki,National,0.065496876
2005,Tukituki,NZ First,-0.005223805
2005,Tukituki,Other,-0.001200871
2005,Tukituki,United,-0.003225389
2005,Upper Harbour,ACT,0.01052039
2005,Upper Harbour,Alliance/Progressive,-0.002384308
2005,Upper Harbour,Conservative,-0.000350222
2005,Upper Harbour,Green,-0.022020036
2005,Upper Harbour,Labour,-0.091048721
2005,Upper Harbour,Māori,-0.018010979
2005,Upper Harbour,National,0.133635533
2005,Upper Harbour,NZ First,-0.004318726
2005,Upper Harbour,Other,-0.002499911
2005,Upper Harbour,United,-0.00352302
2005,Waiariki,ACT,-0.01397672
2005,Waiariki,Alliance/Progressive,-0.009682538
2005,Waiariki,Conservative,0.01905844
2005,Waiariki,Green,-0.030010154
2005,Waiariki,Labour,0.113739942
2005,Waiariki,Māori,0.281980258
2005,Waiariki,National,-0.36140384
2005,Waiariki,NZ First,0.008706219
2005,Waiariki,Other,0.013807781
2005,Waiariki,United,-0.02221939
2005,Waikato,ACT,0.00792525
2005,Waikato,Alliance/Progressive,-0.004282518
2005,Waikato,Conservative,-0.002048972
2005,Waikato,Green,-0.021613856
2005,Waikato,Labour,-0.108486852
2005,Waikato,Māori,-0.016210179
2005,Waikato,National,0.115538292
2005,Waikato,NZ First,0.030495274
2005,Waikato,Other,-0.000998361
2005,Waikato,United,-0.00031808
2005,Waimakariri,ACT,-0.00617883
2005,Waimakariri,Alliance/Progressive,0.003613503
2005,Waimakariri,Conservative,-0.003350332
2005,Waimakariri,Green,-0.012225064
2005,Waimakariri,Labour,-0.006397458
2005,Waimakariri,Māori,-0.019610969
2005,Waimakariri,National,0.032703434
2005,Waimakariri,NZ First,0.008373476
2005,Waimakariri,Other,-0.000800951
2005,Waimakariri,United,0.003873191
2005,Wairarapa,ACT,-0.00327705
2005,Wairarapa,Alliance/Progressive,-0.003183318
2005,Wairarapa,Conservative,-0.003449512
2005,Wairarapa,Green,-0.008516966
2005,Wairarapa,Labour,-0.048816915
2005,Wairarapa,Māori,-0.016210669
2005,Wairarapa,National,0.061587817
2005,Wairarapa,NZ First,0.028786533
2005,Wairarapa,Other,-0.001899211
2005,Wairarapa,United,-0.00502071
2005,Waitākere,ACT,-0.000479969
2005,Waitākere,Alliance/Progressive,0.001213983
2005,Waitākere,Conservative,-0.000550892
2005,Waitākere,Green,0.023567777
2005,Waitākere,Labour,0.037693723
2005,Waitākere,Māori,-0.015711749
2005,Waitākere,National,-0.042281569
2005,Waitākere,NZ First,-0.001924465
2005,Waitākere,Other,-0.000600991
2005,Waitākere,United,-0.000925849
2005,Waitaki,ACT,-0.00227577
2005,Waitaki,Alliance/Progressive,0.001318042
2005,Waitaki,Conservative,-0.003449112
2005,Waitaki,Green,-0.001711865
2005,Waitaki,Labour,-0.028578861
2005,Waitaki,Māori,-0.019810539
2005,Waitaki,National,0.065333272
2005,Waitaki,NZ First,-0.008008576
2005,Waitaki,Other,0.000401779
2005,Waitaki,United,-0.00321837
2005,Wellington Bays,ACT,-0.00357705
2005,Wellington Bays,Alliance/Progressive,-0.001183318
2005,Wellington Bays,Conservative,-0.003649512
2005,Wellington Bays,Green,0.084283034
2005,Wellington Bays,Labour,0.083283085
2005,Wellington Bays,Māori,-0.015210669
2005,Wellington Bays,National,-0.114812183
2005,Wellington Bays,NZ First,-0.029013467
2005,Wellington Bays,Other,-0.001199211
2005,Wellington Bays,United,0.00107929
2005,Wellington North,ACT,0.005327031
2005,Wellington North,Alliance/Progressive,-0.004781818
2005,Wellington North,Conservative,-0.005449112
2005,Wellington North,Green,0.081709919
2005,Wellington North,Labour,-0.001335358
2005,Wellington North,Māori,-0.017509949
2005,Wellington North,National,-0.017537848
2005,Wellington North,NZ First,-0.038909866
2005,Wellington North,Other,-0.004198151
2005,Wellington North,United,0.002685151
2005,West Coast-Tasman,ACT,-0.00417596
2005,West Coast-Tasman,Alliance/Progressive,0.004718382
2005,West Coast-Tasman,Conservative,0.000251258
2005,West Coast-Tasman,Green,0.033991705
2005,West Coast-Tasman,Labour,-0.039179921
2005,West Coast-Tasman,Māori,-0.017710329
2005,West Coast-Tasman,National,0.009927731
2005,West Coast-Tasman,NZ First,0.004792704
2005,West Coast-Tasman,Other,0.002702009
2005,West Coast-Tasman,United,0.00468242
2005,Whanganui,ACT,-0.00427705
2005,Whanganui,Alliance/Progressive,0.001516682
2005,Whanganui,Conservative,0.002250488
2005,Whanganui,Green,-0.009516966
2005,Whanganui,Labour,-0.030716915
2005,Whanganui,Māori,-0.013010669
2005,Whanganui,National,0.039987817
2005,Whanganui,NZ First,0.012286533
2005,Whanganui,Other,0.002100789
2005,Whanganui,United,-0.00062071
2005,Whangaparāoa,ACT,0.00202124
2005,Whangaparāoa,Alliance/Progressive,-0.003184228
2005,Whangaparāoa,Conservative,-0.001050152
2005,Whangaparāoa,Green,-0.016320606
2005,Whangaparāoa,Labour,-0.129744852
2005,Whangaparāoa,Māori,-0.019010879
2005,Whangaparāoa,National,0.146834213
2005,Whangaparāoa,NZ First,0.020978744
2005,Whangaparāoa,Other,-0.004399721
2005,Whangaparāoa,United,0.00387624
2005,Whangārei,ACT,0.00462295
2005,Whangārei,Alliance/Progressive,-0.000283318
2005,Whangārei,Conservative,0.000350488
2005,Whangārei,Green,-0.005416966
2005,Whangārei,Labour,-0.045916915
2005,Whangārei,Māori,-0.013510669
2005,Whangārei,National,0.036987817
2005,Whangārei,NZ First,0.033786533
2005,Whangārei,Other,-0.001799211
2005,Whangārei,United,-0.00882071
2005,Wigram,ACT,-0.00637618
2005,Wigram,Alliance/Progressive,0.044222333
2005,Wigram,Conservative,-0.002749042
2005,Wigram,Green,-0.009212616
2005,Wigram,Labour,0.04712871
2005,Wigram,Māori,-0.018510409
2005,Wigram,National,-0.070580319
2005,Wigram,NZ First,-0.008808656
2005,Wigram,Other,0.014503189
2005,Wigram,United,0.01038299
2008,Auckland Central,ACT,0.005415459
2008,Auckland Central,Alliance/Progressive,-0.003124411
2008,Auckland Central,Conservative,-0.003412806
2008,Auckland Central,Green,0.086001371
2008,Auckland Central,Labour,0.00180864
2008,Auckland Central,Māori,-0.014556127
2008,Auckland Central,National,-0.042251682
2008,Auckland Central,NZ First,-0.017166808
2008,Auckland Central,Other,-0.008815221
2008,Auckland Central,United,-0.003898416
2008,Banks Peninsula,ACT,-0.010272569
2008,Banks Peninsula,Alliance/Progressive,0.017084331
2008,Banks Peninsula,Conservative,0.001389435
2008,Banks Peninsula,Green,0.05905444
2008,Banks Peninsula,Labour,-0.001656413
2008,Banks Peninsula,Māori,-0.017953466
2008,Banks Peninsula,National,-0.025284688
2008,Banks Peninsula,NZ First,-0.014556706
2008,Banks Peninsula,Other,-0.00880934
2008,Banks Peninsula,United,0.001004975
2008,Botany,ACT,0.019519629
2008,Botany,Alliance/Progressive,-0.003423741
2008,Botany,Conservative,-0.001412606
2008,Botany,Green,-0.039783341
2008,Botany,Labour,-0.143357363
2008,Botany,Māori,-0.021155207
2008,Botany,National,0.215488794
2008,Botany,NZ First,-0.016064478
2008,Botany,Other,-0.008313751
2008,Botany,United,-0.001497936
2008,Christchurch Central,ACT,-0.010582941
2008,Christchurch Central,Alliance/Progressive,0.019673309
2008,Christchurch Central,Conservative,0.002486604
2008,Christchurch Central,Green,0.04190578
2008,Christchurch Central,Labour,0.036205201
2008,Christchurch Central,Māori,-0.017655817
2008,Christchurch Central,National,-0.056250282
2008,Christchurch Central,NZ First,-0.010567468
2008,Christchurch Central,Other,-0.004615641
2008,Christchurch Central,United,-0.000598746
2008,Christchurch East,ACT,-0.016682331
2008,Christchurch East,Alliance/Progressive,0.013273949
2008,Christchurch East,Conservative,0.002286624
2008,Christchurch East,Green,0.01420855
2008,Christchurch East,Labour,0.115197302
2008,Christchurch East,Māori,-0.017855797
2008,Christchurch East,National,-0.105945313
2008,Christchurch East,NZ First,-0.002768248
2008,Christchurch East,Other,-0.001615941
2008,Christchurch East,United,-9.87959E-05
2008,Coromandel,ACT,0.002615739
2008,Coromandel,Alliance/Progressive,-0.003324391
2008,Coromandel,Conservative,0.001386714
2008,Coromandel,Green,0.01290868
2008,Coromandel,Labour,-0.08748243
2008,Coromandel,Māori,-0.016355947
2008,Coromandel,National,0.073436749
2008,Coromandel,NZ First,0.024729003
2008,Coromandel,Other,-0.006515451
2008,Coromandel,United,-0.001398666
2008,Dunedin,ACT,-0.01318499
2008,Dunedin,Alliance/Progressive,0.002673759
2008,Dunedin,Conservative,-0.001613366
2008,Dunedin,Green,0.088985485
2008,Dunedin,Labour,0.099455115
2008,Dunedin,Māori,-0.016956567
2008,Dunedin,National,-0.148270954
2008,Dunedin,NZ First,-0.005871397
2008,Dunedin,Other,-0.00571731
2008,Dunedin,United,0.000500224
2008,East Cape,ACT,-0.009480371
2008,East Cape,Alliance/Progressive,-0.003123741
2008,East Cape,Conservative,-0.001212606
2008,East Cape,Green,-0.007183341
2008,East Cape,Labour,-0.024057363
2008,East Cape,Māori,-0.007955207
2008,East Cape,National,0.023088794
2008,East Cape,NZ First,0.024635522
2008,East Cape,Other,-0.006513751
2008,East Cape,United,0.011802064
2008,East Coast Bays,ACT,0.02632589
2008,East Coast Bays,Alliance/Progressive,-0.003723131
2008,East Coast Bays,Conservative,-0.003712436
2008,East Coast Bays,Green,-0.023479001
2008,East Coast Bays,Labour,-0.149438491
2008,East Coast Bays,Māori,-0.020254857
2008,East Coast Bays,National,0.18845234
2008,East Coast Bays,NZ First,-0.013361768
2008,East Coast Bays,Other,0.000688669
2008,East Coast Bays,United,-0.001497216
2008,Epsom,ACT,0.025131911
2008,Epsom,Alliance/Progressive,-0.006022981
2008,Epsom,Conservative,-0.003312186
2008,Epsom,Green,0.004530942
2008,Epsom,Labour,-0.133016335
2008,Epsom,Māori,-0.017954047
2008,Epsom,National,0.170812359
2008,Epsom,NZ First,-0.025861557
2008,Epsom,Other,-0.012311511
2008,Epsom,United,-0.001996596
2008,Glendene,ACT,-0.007880371
2008,Glendene,Alliance/Progressive,-0.000623741
2008,Glendene,Conservative,-0.001312606
2008,Glendene,Green,-0.017083341
2008,Glendene,Labour,0.107742637
2008,Glendene,Māori,-0.015755207
2008,Glendene,National,-0.074811206
2008,Glendene,NZ First,0.001135522
2008,Glendene,Other,0.009886249
2008,Glendene,United,-0.001297936
2008,Hamilton East,ACT,0.004619629
2008,Hamilton East,Alliance/Progressive,-0.003723741
2008,Hamilton East,Conservative,0.000187394
2008,Hamilton East,Green,0.005216659
2008,Hamilton East,Labour,-0.030857363
2008,Hamilton East,Māori,-0.014255207
2008,Hamilton East,National,0.045688794
2008,Hamilton East,NZ First,-0.007564478
2008,Hamilton East,Other,-0.004113751
2008,Hamilton East,United,0.004802064
2008,Hamilton West,ACT,2.32594E-05
2008,Hamilton West,Alliance/Progressive,-0.003923151
2008,Hamilton West,Conservative,0.000387974
2008,Hamilton West,Green,-0.01577823
2008,Hamilton West,Labour,0.021378591
2008,Hamilton West,Māori,-0.013154147
2008,Hamilton West,National,0.005334029
2008,Hamilton West,NZ First,0.001939762
2008,Hamilton West,Other,0.001288729
2008,Hamilton West,United,0.002503184
2008,Hauraki-Waikato,ACT,-0.030680931
2008,Hauraki-Waikato,Alliance/Progressive,-0.007623961
2008,Hauraki-Waikato,Conservative,-0.003612786
2008,Hauraki-Waikato,Green,-0.036086421
2008,Hauraki-Waikato,Labour,0.178290992
2008,Hauraki-Waikato,Māori,0.249717446
2008,Hauraki-Waikato,National,-0.377018205
2008,Hauraki-Waikato,NZ First,0.013230153
2008,Hauraki-Waikato,Other,0.020581839
2008,Hauraki-Waikato,United,-0.006798126
2008,Henderson,ACT,-0.004380371
2008,Henderson,Alliance/Progressive,-0.001523741
2008,Henderson,Conservative,-0.001312606
2008,Henderson,Green,-0.023283341
2008,Henderson,Labour,0.073242637
2008,Henderson,Māori,-0.015455207
2008,Henderson,National,-0.031711206
2008,Henderson,NZ First,-0.005064478
2008,Henderson,Other,0.010386249
2008,Henderson,United,-0.000897936
2008,Hutt South,ACT,-0.006280371
2008,Hutt South,Alliance/Progressive,0.000576259
2008,Hutt South,Conservative,0.000387394
2008,Hutt South,Green,0.017616659
2008,Hutt South,Labour,0.051342637
2008,Hutt South,Māori,-0.015955207
2008,Hutt South,National,-0.039711206
2008,Hutt South,NZ First,-0.010064478
2008,Hutt South,Other,-0.005513751
2008,Hutt South,United,0.007602064
2008,Ikaroa-Rāwhiti,ACT,-0.033780121
2008,Ikaroa-Rāwhiti,Alliance/Progressive,-0.007823541
2008,Ikaroa-Rāwhiti,Conservative,-0.004112476
2008,Ikaroa-Rāwhiti,Green,-0.034180071
2008,Ikaroa-Rāwhiti,Labour,0.223998853
2008,Ikaroa-Rāwhiti,Māori,0.239971166
2008,Ikaroa-Rāwhiti,National,-0.398306336
2008,Ikaroa-Rāwhiti,NZ First,0.012640833
2008,Ikaroa-Rāwhiti,Other,0.009389539
2008,Ikaroa-Rāwhiti,United,-0.007797846
2008,Ilam,ACT,0.00092707
2008,Ilam,Alliance/Progressive,0.00747972
2008,Ilam,Conservative,-1.15258E-05
2008,Ilam,Green,0.011632362
2008,Ilam,Labour,-0.059601652
2008,Ilam,Māori,-0.018654187
2008,Ilam,National,0.077293655
2008,Ilam,NZ First,-0.015859557
2008,Ilam,Other,-0.00801065
2008,Ilam,United,0.004804765
2008,Invercargill,ACT,-0.008483151
2008,Invercargill,Alliance/Progressive,-2.47209E-05
2008,Invercargill,Conservative,-0.002512896
2008,Invercargill,Green,-0.025687461
2008,Invercargill,Labour,0.016107211
2008,Invercargill,Māori,-0.017955787
2008,Invercargill,National,0.040640029
2008,Invercargill,NZ First,-0.006767848
2008,Invercargill,Other,0.004383459
2008,Invercargill,United,0.000301164
2008,Kaikōura,ACT,-0.005577301
2008,Kaikōura,Alliance/Progressive,-0.001222881
2008,Kaikōura,Conservative,0.011889124
2008,Kaikōura,Green,0.00292364
2008,Kaikōura,Labour,-0.05762931
2008,Kaikōura,Māori,-0.018154647
2008,Kaikōura,National,0.069040399
2008,Kaikōura,NZ First,0.005040072
2008,Kaikōura,Other,-0.006812081
2008,Kaikōura,United,0.000502984
2008,Kaipara ki Mahurangi,ACT,0.03371263
2008,Kaipara ki Mahurangi,Alliance/Progressive,-0.003124411
2008,Kaipara ki Mahurangi,Conservative,0.001086744
2008,Kaipara ki Mahurangi,Green,-0.0022898
2008,Kaipara ki Mahurangi,Labour,-0.145876591
2008,Kaipara ki Mahurangi,Māori,-0.017155867
2008,Kaipara ki Mahurangi,National,0.14412968
2008,Kaipara ki Mahurangi,NZ First,-0.001868338
2008,Kaipara ki Mahurangi,Other,-0.007315371
2008,Kaipara ki Mahurangi,United,-0.001298676
2008,Kapiti,ACT,-0.004180371
2008,Kapiti,Alliance/Progressive,0.000676259
2008,Kapiti,Conservative,-0.000712606
2008,Kapiti,Green,0.015516659
2008,Kapiti,Labour,-0.015557363
2008,Kapiti,Māori,-0.015755207
2008,Kapiti,National,0.028188794
2008,Kapiti,NZ First,-0.003064478
2008,Kapiti,Other,-0.009613751
2008,Kapiti,United,0.004502064
2008,Kenepuru,ACT,-0.012682731
2008,Kenepuru,Alliance/Progressive,-0.001524571
2008,Kenepuru,Conservative,0.003286524
2008,Kenepuru,Green,0.00080989
2008,Kenepuru,Labour,0.112797542
2008,Kenepuru,Māori,-0.014656117
2008,Kenepuru,National,-0.084447462
2008,Kenepuru,NZ First,-0.012467278
2008,Kenepuru,Other,-0.000816021
2008,Kenepuru,United,0.009700224
2008,Māngere,ACT,-0.024979241
2008,Māngere,Alliance/Progressive,-0.002823041
2008,Māngere,Conservative,-0.002812346
2008,Māngere,Green,-0.046581311
2008,Māngere,Labour,0.269003353
2008,Māngere,Māori,-0.014254257
2008,Māngere,National,-0.279994504
2008,Māngere,NZ First,-0.007561188
2008,Māngere,Other,0.11029963
2008,Māngere,United,-0.000297096
2008,Manurewa,ACT,-0.014780371
2008,Manurewa,Alliance/Progressive,0.002276259
2008,Manurewa,Conservative,-0.002812606
2008,Manurewa,Green,-0.044783341
2008,Manurewa,Labour,0.198342637
2008,Manurewa,Māori,-0.010755207
2008,Manurewa,National,-0.167811206
2008,Manurewa,NZ First,0.006235522
2008,Manurewa,Other,0.036886249
2008,Manurewa,United,-0.002797936
2008,Maungakiekie,ACT,0.011514849
2008,Maungakiekie,Alliance/Progressive,-0.000124711
2008,Maungakiekie,Conservative,-0.002212926
2008,Maungakiekie,Green,-0.01178885
2008,Maungakiekie,Labour,0.037105111
2008,Maungakiekie,Māori,-0.017355847
2008,Maungakiekie,National,-0.007455162
2008,Maungakiekie,NZ First,-0.011667358
2008,Maungakiekie,Other,-0.001016001
2008,Maungakiekie,United,0.003000894
2008,Mt Albert,ACT,0.00022693
2008,Mt Albert,Alliance/Progressive,-0.002522281
2008,Mt Albert,Conservative,-0.001211766
2008,Mt Albert,Green,0.043338703
2008,Mt Albert,Labour,0.075325334
2008,Mt Albert,Māori,-0.016553767
2008,Mt Albert,National,-0.081038011
2008,Mt Albert,NZ First,-0.015459477
2008,Mt Albert,Other,-0.00040913
2008,Mt Albert,United,-0.001696536
2008,Mt Maunganui,ACT,-0.005777321
2008,Mt Maunganui,Alliance/Progressive,-0.004723231
2008,Mt Maunganui,Conservative,0.015189454
2008,Mt Maunganui,Green,-0.018478501
2008,Mt Maunganui,Labour,-0.122535801
2008,Mt Maunganui,Māori,-0.016854517
2008,Mt Maunganui,National,0.11884538
2008,Mt Maunganui,NZ First,0.045144083
2008,Mt Maunganui,Other,-0.009312331
2008,Mt Maunganui,United,-0.001497216
2008,Mt Roskill,ACT,-0.002580371
2008,Mt Roskill,Alliance/Progressive,-0.000423741
2008,Mt Roskill,Conservative,0.000287394
2008,Mt Roskill,Green,-0.026183341
2008,Mt Roskill,Labour,0.078542637
2008,Mt Roskill,Māori,-0.018955207
2008,Mt Roskill,National,-0.021411206
2008,Mt Roskill,NZ First,-0.010164478
2008,Mt Roskill,Other,0.000486249
2008,Mt Roskill,United,0.000402064
2008,Napier,ACT,0.001723429
2008,Napier,Alliance/Progressive,-0.001122871
2008,Napier,Conservative,0.000487984
2008,Napier,Green,-0.01197785
2008,Napier,Labour,0.00827728
2008,Napier,Māori,-0.015954427
2008,Napier,National,0.030436539
2008,Napier,NZ First,-0.004060838
2008,Napier,Other,-0.005011901
2008,Napier,United,-0.002797346
2008,Nelson,ACT,-0.011280371
